OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
43044,RXEAA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Tickhill Road Hospital,Rotherham Doncaster and South Humber NHS Foundation Trust,Weston Road,Tickhill Road  Balby,Doncaster,,DN4 8QL,53.49957657,-1.150162935,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust
43046,RXF03,Hospital,Hospital,NHS Sector,Visible,TRUE,Pontefract Hospital,Friarwood Lane,Friarwood Lane,,Pontefract,West Yorkshire,WF8 1PL,53.69037247,-1.307966232,RXF,Mid Yorkshire Hospitals NHS Trust
43048,RXF05,Hospital,Hospital,NHS Sector,Visible,TRUE,Pinderfields Hospital,Pinderfields Hospital,Aberford Road,,Wakefield,West Yorkshire,WF1 4DG,53.69258118,-1.488462687,RXF,Mid Yorkshire Hospitals NHS Trust
43050,RXF10,Hospital,Hospital,NHS Sector,Visible,TRUE,Dewsbury and District Hospital,,Halifax Road,,Dewsbury,West Yorkshire,WF13 4HS,53.70142746,-1.651020527,RXF,Mid Yorkshire Hospitals NHS Trust
43057,RXG10,Hospital,Hospital,NHS Sector,Visible,TRUE,Fieldhead  Wakefield,,Ouchthorpe Lane,,Wakefield,West Yorkshire,WF1 3SP,53.69877243,-1.492159009,RXG,South West Yorkshire Partnership NHS Foundation Trust
43059,RXG18,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Castleford  Normanton and District Hospital  Wakefield,Lumley Street,,,Castleford,West Yorkshire,WF10 5LT,53.71891022,-1.370264173,RXG,South West Yorkshire Partnership NHS Foundation Trust
43065,RXG82,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Kendray Hospital  Barnsley,,Doncaster Road,,Barnsley,,S70 3RD,53.54695511,-1.454602242,RXG,South West Yorkshire Partnership NHS Foundation Trust
43067,RXG84,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mount Vernon Hospital  Barnsley,,Mount Vernon Road,,Barnsley,,S70 4DP,53.53731155,-1.472711682,RXG,South West Yorkshire Partnership NHS Foundation Trust
43073,RXH01,Hospital,Hospital,NHS Sector,Visible,FALSE,Royal Sussex County Hospital,Eastern Road,,,Brighton,East Sussex,BN2 5BE,50.81946945,-0.118162483,RXH,Brighton and Sussex University Hospitals NHS Trust
43074,RXH05,Hospital,Hospital,NHS Sector,Visible,TRUE,Brighton General Hospital,Elm Grove,,,Brighton,East Sussex,BN2 3EW,50.83091354,-0.114151984,RXH,Brighton and Sussex University Hospitals NHS Trust
43075,RXH06,Hospital,Hospital,NHS Sector,Visible,FALSE,Royal Alexandra Children's Hospital,Eastern Road,,,Brighton,East Sussex,BN2 5BE,50.81946945,-0.118162483,RXH,Brighton and Sussex University Hospitals NHS Trust
43076,RXH07,Hospital,Hospital,NHS Sector,Visible,FALSE,Sussex Eye Hospital,Eastern Road,,,Brighton,East Sussex,BN2 5BF,50.81880188,-0.117621347,RXH,Brighton and Sussex University Hospitals NHS Trust
43077,RXH09,Hospital,Hospital,NHS Sector,Visible,FALSE,Princess Royal Hospital,Lewes Road,,,Haywards Heath,West Sussex,RH16 4EX,50.99119949,-9.11E-02,RXH,Brighton and Sussex University Hospitals NHS Trust
43107,RXK01,Hospital,Hospital,NHS Sector,Visible,TRUE,Sandwell District General Hospital,Lyndon,,,West Bromwich,West Midlands,B71 4HJ,52.52735901,-1.987869978,RXK,Sandwell and West Birmingham Hospitals NHS Trust
43108,RXK02,Hospital,Hospital,NHS Sector,Visible,TRUE,City Hospital,Dudley Road,Dudley Road,,Birmingham,West Midlands,B18 7QH,52.4898262,-1.929412365,RXK,Sandwell and West Birmingham Hospitals NHS Trust
43110,RXK10,Hospital,Hospital,NHS Sector,Visible,TRUE,Rowley Regis Hospital,Moor Lane,,,Rowley Regis,West Midlands,B65 8DA,52.48123932,-2.053789377,RXK,Sandwell and West Birmingham Hospitals NHS Trust
43136,RXL01,Hospital,Hospital,NHS Sector,Visible,FALSE,Blackpool Victoria Hospital,Whinney Heys Road,,,Blackpool,Lancashire,FY3 8NR,53.8206749,-3.016249895,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
43139,RXL04,Hospital,Hospital,NHS Sector,Visible,TRUE,Fleetwood Hospital,,Pharos Street,,Fleetwood,Lancashire,FY7 6BE,53.92615509,-3.009353876,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
43141,RXL06,Hospital,Hospital,NHS Sector,Visible,FALSE,Clifton Hospital,Pershore Road,,,Lytham St. Annes,Lancashire,FY8 1PB,53.74440002,-3.007417679,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
43179,RXM03,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Radbourne Unit,Radbourne Unit,Uttoxeter Road,,Derby,Derbyshire,DE22 3WQ,52.91257858,-1.510008097,RXM,Derbyshire Healthcare NHS Foundation Trust
43182,RXN01,Hospital,Hospital,NHS Sector,Visible,TRUE,Chorley and South Ribble Hospital,Chorley and South Ribble Hospital,Preston Road,,Chorley,Lancashire,PR7 1PP,53.66609573,-2.636380434,RXN,Lancashire Teaching Hospitals NHS Foundation Trust
43183,RXN02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Preston Hospital,Sharoe Green Lane North,Fulwood,,Preston,Lancashire,PR2 9HT,53.79135513,-2.707388639,RXN,Lancashire Teaching Hospitals NHS Foundation Trust
43192,RXPBA,Hospital,Hospital,NHS Sector,Visible,TRUE,Bishop Auckland Hospital,Cockton Hill Road,,,Bishop Auckland,County Durham,DL14 6AD,54.65581894,-1.680298924,RXP,County Durham and Darlington NHS Foundation Trust
43195,RXPCC,Hospital,Hospital,NHS Sector,Visible,TRUE,Chester Le Street Hospital,Front Street,,,Chester Le Street,County Durham,DH3 3AT,54.85093689,-1.575063229,RXP,County Durham and Darlington NHS Foundation Trust
43198,RXPCP,Hospital,Hospital,NHS Sector,Visible,TRUE,University Hospital Of North Durham,North Road,,,Durham,County Durham,DH1 5TW,54.78890228,-1.592912793,RXP,County Durham and Darlington NHS Foundation Trust
43200,RXPCW,Hospital,Hospital,NHS Sector,Visible,TRUE,Shotley Bridge Hospital,Shotley Bridge Hospital,Shotley Bridge,,Consett,County Durham,DH8 0NB,54.86907578,-1.84290731,RXP,County Durham and Darlington NHS Foundation Trust
43202,RXPDA,Hospital,Hospital,NHS Sector,Visible,TRUE,Darlington Memorial Hospital,Hollyhurst Road,,,Darlington,County Durham,DL3 6HX,54.53175354,-1.564660788,RXP,County Durham and Darlington NHS Foundation Trust
43208,RXQ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Stoke Mandeville Hospital,,Mandeville Road,Aylesbury,Buckinghamshire,,HP21 8AL,51.79830933,-0.802742839,RXQ,Buckinghamshire Healthcare NHS Trust
43209,RXQ50,Hospital,Hospital,NHS Sector,Visible,TRUE,Wycombe Hospital,Wycombe Hospital,Queen Alexandra Road,,High Wycombe,Buckinghamshire,HP11 2TT,51.62623596,-0.753404737,RXQ,Buckinghamshire Healthcare NHS Trust
43210,RXQ51,Hospital,Hospital,NHS Sector,Visible,TRUE,Amersham Hospital,Amersham Hospital,Whielden Street,,Amersham,Buckinghamshire,HP7 0JD,51.66294861,-0.621373355,RXQ,Buckinghamshire Healthcare NHS Trust
43211,RXQ61,Hospital,Hospital,NHS Sector,Visible,TRUE,Buckingham Community Hospital,,High Street,,Buckingham,,MK18 1NU,52.00171661,-0.98543191,RXQ,Buckinghamshire Healthcare NHS Trust
43212,RXQ62,Hospital,Hospital,NHS Sector,Visible,TRUE,Thame Community Hospital,,East Street,,Thame,,OX9 3JT,51.74531555,-0.969993711,RXQ,Buckinghamshire Healthcare NHS Trust
43213,RXQ64,Hospital,Hospital,NHS Sector,Visible,TRUE,Chalfonts and Gerrards Cross Hospital,,Hampden Road,,Chalfont St Peter,,SL9 9DR,51.60741043,-0.561796904,RXQ,Buckinghamshire Healthcare NHS Trust
43214,RXQ65,Hospital,Hospital,NHS Sector,Visible,TRUE,Marlow Community Hospital,,Victoria Road,,Marlow,,SL7 1DJ,51.57357788,-0.770401239,RXQ,Buckinghamshire Healthcare NHS Trust
43223,RXR10,Hospital,Hospital,NHS Sector,Visible,TRUE,Burnley General Hospital,Burnley General Hospital,Casterton Avenue,,Burnley,,BB10 2PQ,53.81018066,-2.229259729,RXR,East Lancashire Hospitals NHS Trust
43224,RXR20,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Blackburn Hospital,Haslingden Road,Haslingden Road,,Blackburn,Lancashire,BB2 3HH,53.73662567,-2.466791153,RXR,East Lancashire Hospitals NHS Trust
43226,RXR50,Hospital,Hospital,NHS Sector,Visible,TRUE,Pendle Community Hospital,Leeds Road,Leeds Rd,,Nelson,Lancashire,BB9 9SZ,53.83698654,-2.213982344,RXR,East Lancashire Hospitals NHS Trust
43227,RXR60,Hospital,Hospital,NHS Sector,Visible,TRUE,Accrington Victoria Hospital,,Hayward Road,,,,BB5 6AS,53.75958633,-2.366906404,RXR,East Lancashire Hospitals NHS Trust
43228,RXR70,Hospital,Hospital,NHS Sector,Visible,TRUE,Clitheroe Community Hospital,,Chatburn Road,,,,BB7 4JX,53.88527679,-2.365998745,RXR,East Lancashire Hospitals NHS Trust
43337,RXV06,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Prestwich Hospital,Bury New Road,Prestwich,,Manchester,Greater Manchester,M25 3BL,53.53675079,-2.291450739,RXV,Greater Manchester West Mental Health NHS Foundation Trust
43348,RXWAS,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Shrewsbury Hospital,,Mytton Oak Road,,Shrewsbury,Shropshire,SY3 8XQ,52.70936203,-2.793737411,RXW,Shrewsbury and Telford Hospital NHS Trust
43349,RXWAT,Hospital,Hospital,NHS Sector,Visible,TRUE,The Princess Royal Hospital,Apley Castle,Grainger Drive,,Telford,Shropshire,TF1 6TF,52.7125473,-2.512739658,RXW,Shrewsbury and Telford Hospital NHS Trust
43381,RXX22,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Farnham Road Hospital,Farnham Road,,,Guildford,Surrey,GU2 7LX,51.23510361,-0.584450305,RXX,Surrey and Borders Partnership NHS Foundation Trust
43566,RXY03,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Martin's Hospital,,Littlebourne Road,,Canterbury,Kent,CT1 1TD,51.27685547,1.106185555,RXY,Kent and Medway NHS and Social Care Partnership Trust
43621,RXYL2,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Little Brook Hospital,Bow Arrow Lane,Stone,,Dartford,Kent,DA2 6PB,51.44635773,0.241635442,RXY,Kent and Medway NHS and Social Care Partnership Trust
43630,RXYRN,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Bartholomews Hospital,New Road,,,Rochester,Kent,ME1 1DS,51.38257217,0.514760852,RXY,Kent and Medway NHS and Social Care Partnership Trust
43654,RY311,Hospital,Hospital,NHS Sector,Visible,TRUE,Colman Hospital,,Unthank Road,,Norwich,,NR2 2PJ,52.62220001,1.263663769,RY3,Norfolk Community Health and Care NHS Trust
43655,RY312,Hospital,Hospital,NHS Sector,Visible,TRUE,Norwich Community Hospital,,Bowthorpe Road,,Norwich,,NR2 3TU,52.63375092,1.262380838,RY3,Norfolk Community Health and Care NHS Trust
43656,RY319,Hospital,Hospital,NHS Sector,Visible,TRUE,Dereham Hospital,,Northgate,,Dereham,Norfolk,NR19 2EX,52.69001389,0.945733368,RY3,Norfolk Community Health and Care NHS Trust
43657,RY332,Hospital,Hospital,NHS Sector,Visible,TRUE,North Walsham Hospital,North Walsham and District War Memorial Hospital,Yarmouth Road,,North Walsham,Norfolk,NR28 9AP,52.81424332,1.387143493,RY3,Norfolk Community Health and Care NHS Trust
43658,RY334,Hospital,Hospital,NHS Sector,Visible,TRUE,St Michaels Hospital,,Cawston Road,,Aylsham,Norfolk,NR11 6NA,52.79252625,1.239275098,RY3,Norfolk Community Health and Care NHS Trust
43659,RY335,Hospital,Hospital,NHS Sector,Visible,TRUE,Kelling Hospital,,High Kelling,,Holt,Norfolk,NR25 6QA,52.91447449,1.1160568,RY3,Norfolk Community Health and Care NHS Trust
43660,RY33E,Hospital,Hospital,NHS Sector,Visible,TRUE,Swaffham Community Hospital,,Sporle Road,,Swaffham,Norfolk,PE37 7HL,52.65103531,0.691982388,RY3,Norfolk Community Health and Care NHS Trust
43666,RY539,Hospital,Hospital,NHS Sector,Visible,TRUE,Skegness and District General Hospital,,Dorothy Avenue,,Skegness,,PE25 2BS,53.14498138,0.332201898,RY5,Lincolnshire Community Health Services NHS Trust
43667,RY567,Hospital,Hospital,NHS Sector,Visible,TRUE,Johnson Community Hospital,,Spalding Road,Pinchbeck,Spalding,Lincolnshire,PE11 3DT,52.80173874,-0.150269911,RY5,Lincolnshire Community Health Services NHS Trust
43668,RY568,Hospital,Hospital,NHS Sector,Visible,TRUE,John Coupland Hospital,,Ropery Road,,Gainsborough,Lincolnshire,DN21 2TJ,53.41188812,-0.785136342,RY5,Lincolnshire Community Health Services NHS Trust
43669,RY572,Hospital,Hospital,NHS Sector,Visible,TRUE,County Hospital Louth,,High Holme Road,,Louth,Lincolnshire,LN11 0EU,53.37055206,-9.11E-03,RY5,Lincolnshire Community Health Services NHS Trust
43674,RY838,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitworth Hospital,,330 Bakewell Road,,,,DE4 2JD,53.15084457,-1.574573636,RY8,Derbyshire Community Health Services NHS Foundation Trust
43675,RY8AJ,Hospital,Hospital,NHS Sector,Visible,TRUE,Walton Hospital,,Whitecotes Lane,,,,S40 3HW,53.22182465,-1.442489028,RY8,Derbyshire Community Health Services NHS Foundation Trust
43676,RY8DE,Hospital,Hospital,NHS Sector,Visible,TRUE,Babington Hospital,Babington Hospital,Derby Road,Belper,Derby,Derbyshire,DE56 1WH,53.0189476,-1.486160636,RY8,Derbyshire Community Health Services NHS Foundation Trust
43678,RY8DG,Hospital,Hospital,NHS Sector,Visible,TRUE,Ripley Hospital,,Sandham Lane,,,,DE5 3HE,53.04698563,-1.412392139,RY8,Derbyshire Community Health Services NHS Foundation Trust
43679,RY8NA,Hospital,Hospital,NHS Sector,Visible,TRUE,Newholme Hospital,,Baslow Road,,,,DE45 1AD,53.21874237,-1.672385573,RY8,Derbyshire Community Health Services NHS Foundation Trust
43680,RY8NR,Hospital,Hospital,NHS Sector,Visible,TRUE,Clay Cross Hospital,,Market Street,,Chesterfield,Derbyshire,S45 9NZ,53.16793442,-1.407211781,RY8,Derbyshire Community Health Services NHS Foundation Trust
43681,RY8NT,Hospital,Hospital,NHS Sector,Visible,TRUE,Bolsover Hospital,,Welbeck Road,,,,S44 6DH,53.23152924,-1.282501698,RY8,Derbyshire Community Health Services NHS Foundation Trust
43682,RY8NW,Hospital,Hospital,NHS Sector,Visible,TRUE,Cavendish Hospital,,Manchester Road,,,,SK17 6TE,53.26244736,-1.92124033,RY8,Derbyshire Community Health Services NHS Foundation Trust
43683,RY8RH,Hospital,Hospital,NHS Sector,Visible,TRUE,Ilkeston Community Hospital,,Heanor Road,,,,DE7 8LN,52.98809433,-1.320802927,RY8,Derbyshire Community Health Services NHS Foundation Trust
43750,RYG79,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Michael's Hospital,,St Michael's Road,,Warwick,Warwickshire,CV34 5QW,52.28853607,-1.594077587,RYG,Coventry and Warwickshire Partnership NHS Trust
43764,RYG96,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Brooklands Hospital,Coleshill Road,Marston Green,,Birmingham,West Midlands,B37 7HL,52.46815109,-1.737525344,RYG,Coventry and Warwickshire Partnership NHS Trust
43800,RYJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital (HQ),Praed Street,,,London,Greater London,W2 1NY,51.51712418,-0.174197495,RYJ,Imperial College Healthcare NHS Trust
43801,RYJ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Charing Cross Hospital,,Fulham Palace Road,,London,,W6 8RF,51.48705292,-0.219920635,RYJ,Imperial College Healthcare NHS Trust
43802,RYJ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Hammersmith Hospital,Du Cane Road,,,London,Greater London,W12 0HS,51.51652527,-0.236644,RYJ,Imperial College Healthcare NHS Trust
43803,RYJ04,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Charlotte's Hospital,Du Cane Road,,,London,Greater London,W12 0HS,51.51652527,-0.236644,RYJ,Imperial College Healthcare NHS Trust
43804,RYJ07,Hospital,Hospital,NHS Sector,Visible,TRUE,Western Eye Hospital,153-173 Marylebone Road,,,London,Greater London,NW1 5QH,51.52070236,-0.163315639,RYJ,Imperial College Healthcare NHS Trust
43808,RYK01,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bloxwich Hospital ,Reeves Street,,,Walsall,West Midlands,WS3 2JJ,52.6137886,-2.004535437,RYK,Dudley and Walsall Mental Health Partnership NHS Trust
43817,RYK10,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Dorothy Pattison Hospital,Alumwell Close,,,Walsall,West Midlands,WS2 9XH,52.58213425,-2.002421618,RYK,Dudley and Walsall Mental Health Partnership NHS Trust
43841,RYK34,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bushey Fields Hospital,Bushey Fields Road,,,Dudley,West Midlands,DY1 2LZ,52.50290298,-2.116838217,RYK,Dudley and Walsall Mental Health Partnership NHS Trust
43868,RYR14,Hospital,Hospital,NHS Sector,Visible,FALSE,Southlands Hospital,Upper Shoreham Road,,,Shoreham-By-Sea,West Sussex,BN43 6TQ,50.84096146,-0.256281286,RYR,Western Sussex Hospitals NHS Foundation Trust
43869,RYR16,Hospital,Hospital,NHS Sector,Visible,FALSE,St Richard's Hospital,Spitalfield Lane,,,Chichester,West Sussex,PO19 6SE,50.84356308,-0.768012524,RYR,Western Sussex Hospitals NHS Foundation Trust
43870,RYR18,Hospital,Hospital,NHS Sector,Visible,TRUE,Worthing Hospital,Lyndhurst Road,,,Worthing,West Sussex,BN11 2DH,50.8167572,-0.364307076,RYR,Western Sussex Hospitals NHS Foundation Trust
43873,RYV01,Hospital,Hospital,NHS Sector,Visible,TRUE,Brookfields Hospital,,351 Mill Road,,Cambridge,Cambridgeshire,CB1 3DF,52.19712448,0.150816754,RYV,Cambridgeshire Community Services NHS Trust
43874,RYV02,Hospital,Hospital,NHS Sector,Visible,TRUE,North Cambridgeshire Hospital,,The Park,,Wisbech,Cambridgeshire,PE13 3AB,52.66501236,0.164212644,RYV,Cambridgeshire Community Services NHS Trust
43875,RYV03,Hospital,Hospital,NHS Sector,Visible,TRUE,Princess Of Wales Hospital,Lynn Road,Lynn Road,,Ely,Cambridgeshire,CB6 1DN,52.41328049,0.274987459,RYV,Cambridgeshire Community Services NHS Trust
43876,RYV04,Hospital,Hospital,NHS Sector,Visible,TRUE,Doddington Hospital,Benwick Road,Doddington,,March,Cambridgeshire,PE15 0UG,52.49984741,5.59E-02,RYV,Cambridgeshire Community Services NHS Trust
43886,RYW21,Hospital,Hospital,NHS Sector,Visible,TRUE,Birmingham Dental Hospital,,St Chad's Circus,,Birmingham,,B4 6NN,52.48564529,-1.895225286,RYW,Birmingham Community Healthcare NHS Trust
43888,RYW23,Hospital,Hospital,NHS Sector,Visible,TRUE,Moseley Hall Hospital,,Alcester Road,,Birmingham,,B13 8JL,52.44592667,-1.892876983,RYW,Birmingham Community Healthcare NHS Trust
43889,RYW24,Hospital,Hospital,NHS Sector,Visible,TRUE,West Heath Hospital,West Heath Hospital,Rednal Road,,Birmingham,West Midlands,B38 8HR,52.39793396,-1.954513669,RYW,Birmingham Community Healthcare NHS Trust
43926,RYYAL,Hospital,Hospital,NHS Sector,Visible,TRUE,Faversham Cottage Hospital,Stone Street,,,Faversham,Kent,ME13 8PS,51.31455231,0.887836456,RYY,Kent Community Health NHS Foundation Trust
43939,RYYC3,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Victoria Memorial Hospital,King Edward Avenue,,,Herne Bay,Kent,CT6 6EB,51.36787415,1.142894268,RYY,Kent Community Health NHS Foundation Trust
43943,RYYC7,Hospital,Hospital,NHS Sector,Visible,TRUE,Sheppey Community Hospital,Plover Road,Minster On Sea,,Sheerness,Kent,ME12 3LT,51.41556549,0.792912543,RYY,Kent Community Health NHS Foundation Trust
43944,RYYC8,Hospital,Hospital,NHS Sector,Visible,TRUE,Sittingbourne Memorial Hospital,Bell Road,,,Sittingbourne,Kent,ME10 4DT,51.33462906,0.736802816,RYY,Kent Community Health NHS Foundation Trust
43952,RYYCH,Hospital,Hospital,NHS Sector,Visible,TRUE,Victoria Hospital  Deal,Victoria Hospital,London Road,,Deal,Kent,CT14 9UA,51.2194252,1.389498949,RYY,Kent Community Health NHS Foundation Trust
43956,RYYCM,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitstable and Tankerton Hospital,Whitstable and Tankerton Hospital,Northwood Road,Tankerton,Whitstable,Kent,CT5 2HN,51.36136246,1.050066829,RYY,Kent Community Health NHS Foundation Trust
43966,RYYD4,Hospital,Hospital,NHS Sector,Visible,TRUE,Edenbridge War Memorial Hospital,Edenbridge and District War Memorial Hospital,Mill Hill,,Edenbridge,Kent,TN8 5DA,51.19065475,6.67E-02,RYY,Kent Community Health NHS Foundation Trust
43967,RYYD6,Hospital,Hospital,NHS Sector,Visible,TRUE,Hawkhurst Hospital,Hawkhurst Community Hospital,High Street,Hawkhurst,Cranbrook,Kent,TN18 4PU,51.04886627,0.488790125,RYY,Kent Community Health NHS Foundation Trust
43968,RYYD8,Hospital,Hospital,NHS Sector,Visible,TRUE,Livingstone Hospital,Livingstone Community Hospital,East Hill,,Dartford,Kent,DA1 1SA,51.44260025,0.226859495,RYY,Kent Community Health NHS Foundation Trust
43969,RYYD9,Hospital,Hospital,NHS Sector,Visible,TRUE,Sevenoaks Hospital,Sevenoaks Hospital,Hospital Road,,Sevenoaks,Kent,TN13 3PG,51.28826523,0.194744304,RYY,Kent Community Health NHS Foundation Trust
43970,RYYDC,Hospital,Hospital,NHS Sector,Visible,TRUE,Tonbridge Cottage Hospital,Tonbridge Cottage Hospital,Vauxhall Lane,,Tonbridge,Kent,TN11 0NE,51.17807007,0.273479372,RYY,Kent Community Health NHS Foundation Trust
43971,RYYDN,Hospital,Hospital,NHS Sector,Visible,TRUE,Gravesham Community Hospital,Gravesham Community Hospital,Bath Street,,Gravesend,Kent,DA11 0DG,51.44322205,0.365545481,RYY,Kent Community Health NHS Foundation Trust
44072,TAD17,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Lynfield Mount Hospital,Heights Lane,,,Bradford,West Yorkshire,BD9 6DP,53.80973053,-1.805339217,TAD,Bradford District Care Trust
44186,TAJ07,Hospital,Hospital,NHS Sector,Visible,TRUE,Edward Street Hospital,Edward Street,Edward Street,,West Bromwich,,B70 8NL,52.51922607,-1.998733521,TAJ,Black Country Partnership NHS Foundation Trust
